Block_ID Up Down Public_Key_Requester Total_Up_Requester Total_Down_Requester Sequence_Number_Requester Previous_Hash_Requester Public_Key_Responder Total_Up_Responder Total_Down_Responder Sequence_Number_Responder Previous_Hash_Responder
nRP98PlK9TSWtaw4MkcYoDUpURQ= 7 0 so03tt4xwa+wHrLMaLRmd8XUAjwwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 7 0 0 MDAwMDAwMDAwMDAwMDAwMDAwMDA= mfdVAw5o+HKG3uGsPbYf6BDsxx0wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 7 0 MDAwMDAwMDAwMDAwMDAwMDAwMDA=
nfNvxTjRK0cUKkB5RSZSwinyDcc= 5 0 zOTXxwzz/K/G1katxjpOzPeGRWcwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 5 0 0 MDAwMDAwMDAwMDAwMDAwMDAwMDA= ggEW731HZm5fx7zqJBCrBsIylIkwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 5 0 MDAwMDAwMDAwMDAwMDAwMDAwMDA=
nyLPjoBSN74Pc1iQaHeyltmjJ2s= 5 0 UUkfq1k4JVDC9N4q4u6MSsjsHQswMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 5 0 0 MDAwMDAwMDAwMDAwMDAwMDAwMDA= X7oCTXrdnmPFgZYUqld5jwLFthYwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 5 0 MDAwMDAwMDAwMDAwMDAwMDAwMDA=
oLvAUePt9WH85ReVulohzrctbvE= 5 0 oZESrIqak/6N87bYQPeuQZYnstowMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 10 0 1 R55PsD36TAOwLwx1UsQ88Imm5Dg= jXlhMuk5rtow77cpU80eJAbrzR0wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 15 2 R55PsD36TAOwLwx1UsQ88Imm5Dg=
pYVDkZP4UqaicqKSPOd5B9Qp53g= 5 0 ghTQM2LWToQ3O7iuni52GkPFyjgwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 10 5 2 JwUXBW0Z0PWPjBD5JBxksz8/xUs= ajUZI/0+GyycVMBmmHGxS95XPNEwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 5 5 1 66rOrQMYnvy08Fd2FRp825StckI=
q2+MUU+sWJeoqqW70d7w9geKrvs= 5 0 HPcqkQoddLcEkV8/O5mP9g4MwPowMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 20 12 4 uYJWkG63EoTVLOQuPxJjNAQDh9s= XjEMzVJv+eJj5IxTqGAykRcaircwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 17 5 3 xEuSuj9AGHt0Mlf3Co3qJ/sx368=
uYJWkG63EoTVLOQuPxJjNAQDh9s= 12 0 WfBAdO2SLqRpozHCeKoE8CVo/gMwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 12 0 0 MDAwMDAwMDAwMDAwMDAwMDAwMDA= HPcqkQoddLcEkV8/O5mP9g4MwPowMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 15 12 3 vaLyA7evH33GJcBrkHuk0VWW4DQ=
uk7TQo9PZkjynWWWTZveBW6nMGw= 11 1 YOW16BqrwqNaE2fH0AIvI0BYG5MwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 16 1 1 G/FuxMl2U3P5PhvNYtQAPNrdmxM= Tsj3hZFFO3JHSJlA+8Zs8Xs07bswMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 1 11 0 MDAwMDAwMDAwMDAwMDAwMDAwMDA=
vHuSpYoLsuYvhgtYOsyRpLRsK8s= 5 0 8FTDlnQkqJiv7BFpZPR+eoCqpP0wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 5 0 0 MDAwMDAwMDAwMDAwMDAwMDAwMDA= 2TuxivKNL9dboeoT3xGLBKDc9SUwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 5 0 MDAwMDAwMDAwMDAwMDAwMDAwMDA=
vKRaRLaBe8IxUDgHf+wPZcSH+go= 7 0 nzl4/aHX/jF9Rgo4ZDlFW4+2kdwwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 7 5 1 LLCys3+E7ChAzdwOwepFUspwXJ8= njgUKFSTS+lTmQHXh/SPWGgHiKAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 7 0 MDAwMDAwMDAwMDAwMDAwMDAwMDA=
vaLyA7evH33GJcBrkHuk0VWW4DQ= 5 0 HPcqkQoddLcEkV8/O5mP9g4MwPowMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 15 0 2 V+i3Oy3r2ZVsD99NALLBqAk+PqU= 2TuxivKNL9dboeoT3xGLBKDc9SUwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 15 2 xj51wQtiEddMNdNtYPSo0Vqdhuk=
wNSVPOpQ7VP4L9ZPkifk3IaE29c= 5 0 wGPrWSPq3EYuObrnLL7V+azcI/QwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 5 7 1 Z2X5XdW9mzWoTWt3fpJTzi8FyiE= NKL4BTGPg5OLc9ujZK1hVUD9QFMwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 15 2 5G3Z57HTdV//4koc8CzZcV+a+58=
wkSohKmZ4IZRtYCN0a8KNI/2XqM= 5 0 PNX/8sHb2wdTedFfD0kScgNfQK4wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 10 0 1 UDtjeXjoZ/jmRxBqjn6Pkvb1C6o= Ry3Xl7lIb5X7S4PfECZd5/B/gl4wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 10 1 UDtjeXjoZ/jmRxBqjn6Pkvb1C6o=
xEuSuj9AGHt0Mlf3Co3qJ/sx368= 5 0 XjEMzVJv+eJj5IxTqGAykRcaircwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 17 0 2 SRJ60debtnMBlydvXxeQfnlppwg= wCMf/UdzDU6JmHTaZFUagqC1VB0wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 16 2 fb6u5BTnBnltuByj57+WUKIBFTk=
xj51wQtiEddMNdNtYPSo0Vqdhuk= 5 0 HPcqkQoddLcEkV8/O5mP9g4MwPowMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 5 0 0 MDAwMDAwMDAwMDAwMDAwMDAwMDA= 2TuxivKNL9dboeoT3xGLBKDc9SUwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 10 1 vHuSpYoLsuYvhgtYOsyRpLRsK8s=
yU6LobWwQhZ/4xqlzXpfOsBXei4= 6 0 Otx4UsUgMTQzGHSgbsPEgdlDXPIwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 6 6 1 0mtHVVZ5wbE31rs0ibHNPhKOyd4= wCMf/UdzDU6JmHTaZFUagqC1VB0wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 6 0 MDAwMDAwMDAwMDAwMDAwMDAwMDA=
yyZ/FI7clAz4As2c1u4t7bD8Zz4= 5 0 so03tt4xwa+wHrLMaLRmd8XUAjwwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 12 0 1 nRP98PlK9TSWtaw4MkcYoDUpURQ= PwWhbgU58miPBTC7ecPne7s5LzQwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 5 0 MDAwMDAwMDAwMDAwMDAwMDAwMDA=
zMOg4zC+G8Ze9ojxFTY+RZoNBTQ= 5 0 ryZy1Bg5Va5cd6W8ofrl9V5SGH8wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 5 0 0 MDAwMDAwMDAwMDAwMDAwMDAwMDA= 4cFefV53+0rvkQpguDvgXLwAua4wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 5 0 MDAwMDAwMDAwMDAwMDAwMDAwMDA=
z649BEHGOsvFstLFKmftCLVURzw= 5 1 mfdVAw5o+HKG3uGsPbYf6BDsxx0wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 13 13 3 cuuiuE0RGeyXDpTJ0/aX4I06H+I= N6Tkk0J/vUXZJ6YNWQcG/e7lrBAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 2 18 2 ffCr41psEE8g8jLD7aV7NcS6+AI=
0mtHVVZ5wbE31rs0ibHNPhKOyd4= 6 0 fpAdQ9DmoabwXuTo/nm9fOU57JAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 6 0 0 MDAwMDAwMDAwMDAwMDAwMDAwMDA= Otx4UsUgMTQzGHSgbsPEgdlDXPIwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 6 0 MDAwMDAwMDAwMDAwMDAwMDAwMDA=
3ilhPov8dn5BpMnwI7d9V3/2FpI= 5 0 J10Rf+T4QhWliasawf+YGvAJYmUwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 20 0 3 kg4XDvcOQV1JHmHX7yBKaY/8zYs= ryZy1Bg5Va5cd6W8ofrl9V5SGH8wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 22 10 5 Q+4gVDwTaL4lMUiK/UCsrAwNbBU=
3lK34NzRuS03v2WuMbYaxt5en5Q= 11 1 hZBX8F1NShZhvJ0TEZxSuiJpC14wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 11 1 0 MDAwMDAwMDAwMDAwMDAwMDAwMDA= c7NF2vcjc6hfaUrWUUHPvkh3E/gwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 1 16 1 JVNH2uyxkiNt/nghi8gs9mQ/eq4=
3+ZnIbHObXjifNp0Vu4h25IVAcA= 19 1 ggEW731HZm5fx7zqJBCrBsIylIkwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 19 6 1 nfNvxTjRK0cUKkB5RSZSwinyDcc= oZESrIqak/6N87bYQPeuQZYnstowMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 16 20 3 LnYQTzK+udK4b3Utpzp2RFVi4VM=
5G3Z57HTdV//4koc8CzZcV+a+58= 5 0 RRMKb44iQWZcRlkI0oKjwg/uVfswMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 5 0 0 MDAwMDAwMDAwMDAwMDAwMDAwMDA= NKL4BTGPg5OLc9ujZK1hVUD9QFMwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 10 1 bedPHLR949wa0DiTsV96cIWLBUo=
54Kwbabx25NjMa1bS8EASc4Aq8Q= 7 0 XjEMzVJv+eJj5IxTqGAykRcaircwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 7 0 0 MDAwMDAwMDAwMDAwMDAwMDAwMDA= 8FTDlnQkqJiv7BFpZPR+eoCqpP0wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 12 12 3 Z2X5XdW9mzWoTWt3fpJTzi8FyiE=
6rGonN9UdkbsTmqY8fcvLDtyX0w= 5 1 EovWmSK4/NQA7M5dkl6Y06AZfoIwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 5 1 0 MDAwMDAwMDAwMDAwMDAwMDAwMDA= N6Tkk0J/vUXZJ6YNWQcG/e7lrBAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 1 5 0 MDAwMDAwMDAwMDAwMDAwMDAwMDA=
66rOrQMYnvy08Fd2FRp825StckI= 5 0 ajUZI/0+GyycVMBmmHGxS95XPNEwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 5 0 0 MDAwMDAwMDAwMDAwMDAwMDAwMDA= hcZiV6vF+CGqJcg3za13ctqAXwswMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 5 0 MDAwMDAwMDAwMDAwMDAwMDAwMDA=
7F9vDFDORG8MmIwyCKYq5U+3w2M= 7 0 RrZyYW9VvkadwBF7f0GzGFizHbkwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 12 0 1 VA+ztAFLtY0+L0DHvLqet5QSGZs= g4vSbNLDqg2rtPwzL4ZbKWI12dwwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 7 0 MDAwMDAwMDAwMDAwMDAwMDAwMDA=
8KDz9V2q5lmIOkWhz/zCti5dops= 5 0 WaITOsrOjmTlmrnVEHLyHDLPfnIwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 5 0 0 MDAwMDAwMDAwMDAwMDAwMDAwMDA= jXlhMuk5rtow77cpU80eJAbrzR0wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 5 0 MDAwMDAwMDAwMDAwMDAwMDAwMDA=
8fwMN7QuYSJG82ljdblddeyJ7WM= 5 1 YOW16BqrwqNaE2fH0AIvI0BYG5MwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 34 2 4 YmGjkO3zstaMaC9PXjEdyO1ZBKI= QQur6pIdNsuy4IfjT53reWOto3EwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 1 18 2 YmGjkO3zstaMaC9PXjEdyO1ZBKI=
9rUiV6ldDcl8yBznE/wOmguq6J4= 5 0 ryZy1Bg5Va5cd6W8ofrl9V5SGH8wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 10 0 1 zMOg4zC+G8Ze9ojxFTY+RZoNBTQ= 8xD21gRFfkKNnNv5KkhfXGfcpBUwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 5 5 1 kxJkmkKJGAiyTN0/4M+YpCnST54=
+unmEpM9194cu0iKKyDaFJoBJ6Y= 5 0 8xD21gRFfkKNnNv5KkhfXGfcpBUwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 20 5 4 LLCys3+E7ChAzdwOwepFUspwXJ8= ghTQM2LWToQ3O7iuni52GkPFyjgwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 10 10 3 pYVDkZP4UqaicqKSPOd5B9Qp53g=
