Block_ID Up Down Public_Key_Requester Total_Up_Requester Total_Down_Requester Sequence_Number_Requester Previous_Hash_Requester Public_Key_Responder Total_Up_Responder Total_Down_Responder Sequence_Number_Responder Previous_Hash_Responder
FNjf//yDmSY3Q+HD3BycNzvhKCc= 1 0 tipXqHcnfhbg+EBPGPSQDMjJDdUwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 12 4 7 BhItJVjMhOFsxmuMcLyEsrsV/G0= vJj2RXBDqkzMBkuOZfGQKmn3ZSAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 4 4 5 kEQxSknbHmg80x+tYYEFvmyiKpk=
FQwiKCAyMHUm6cidjpj7SBI4ZP8= 1 1 Rt4PvQZT9BvXwSrpxvLwhAfmymkwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 13 14 14 K4RVRMqZ9tsH6Qm/D6Y2BA8LIRg= epUbaNhYDqXv4iCewxM8P8SHd+swMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 1 19 15 4eegMWcb88Mcd4MjnnJJyMB2bhA=
FRM/kAp9RNWCfSgA4sgLKi7hCfI= 1 0 OV16nemaTI+X4dLhtXExddWVQKUwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 31 10 39 fuavq/zcrASBSk22hv/FNTl4KKM= 0GqNStWnpcmBfZ9gjiVyWF1db+4wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 1 23 16 fuavq/zcrASBSk22hv/FNTl4KKM=
FSpJLxYf+2TWZpXaphwqeus2jjA= 1 0 uWepyoLh/yrMvHgAPrWAp5dnvsEwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 5 10 9 z8lU+eytu6LTgRisV6+0byQMAUM= PtBSz+ygzxZtiC7MKCvZEFUVK+MwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 15 10 GjAwhY4XAYwGtayktmyIybVS5k0=
Fc4ZfXDWmhEsJ92L9Wyw23HQy4U= 1 0 tlsPispJjk23sEt4DG1kygUr5TowMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 2 0 1 EdVCGFz2SIeeecDDVb0yqAfI/xc= 9nT0PL4tbQc83imK5AohSjfV+VowMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 2 1 EdVCGFz2SIeeecDDVb0yqAfI/xc=
FgBeR6PEuzfFYg24sVs1AWLnFOo= 1 0 ILJmkZasgDoErw242DjsnmkcEo0wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 1 0 0 MDAwMDAwMDAwMDAwMDAwMDAwMDA= aMcS+guoDmrGofa/WZbdaNNujiYwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 1 0 MDAwMDAwMDAwMDAwMDAwMDAwMDA=
FqPANdOJZrcs6jK6hJGdAhsG08Y= 1 0 oxEzCJ6qDIe5PcKstcjupq1zKUQwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 2 17 2 AnGMH7kaTkDAuWFyu5XzGPU46HU= 9nT0PL4tbQc83imK5AohSjfV+VowMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 1 8 8 wH8P8CfpxZ/nafnOqB7xghvDAaM=
Frc980mmgQsQ7jw3oWum+ief3ZU= 1 0 HaEBqtgrZsLiDB5cK7t5k2ftu0IwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 4 3 5 Y49x4GbeG0h6yxfGXYTCHg04kxQ= aMcS+guoDmrGofa/WZbdaNNujiYwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 9 8 ChIbvVpdO17sfvqdCWJMZYrArFw=
FsTtVv9a4CS0j2UrFyltC1aHkXk= 1 0 ED2Rwa/sJ6e9gkXJUysi0xkrn54wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 5 2 5 2pVjuZSZ8p190+NTpy8Q+b9ZutQ= 9nT0PL4tbQc83imK5AohSjfV+VowMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 19 34 30 /EsnM3YAnWorOfT3CVV3/qndqi8=
FwmspXxJFvz5SnEHGPHgVc864zE= 1 0 zVI68ZRxi1PWP3GgF0pvZtrCM2swMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 10 19 13 l/xeAAPQjmDyrAriMGHPx5urz+4= oza9ccz5wsW+l9Ip8F5J095kxQUwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 4 1 l/xeAAPQjmDyrAriMGHPx5urz+4=
F8ZOhwhj7fkOGIY0kih/e2hU+OY= 1 0 9RngRyD3oPq5HJlFntphkbTBOgUwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 23 9 15 n5Zuh/7itcQBeYlP/jgJnhCrSfw= mqNQM0LMhERnb5UqJz52m1VkO8YwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 4 3 4 /Rhgxa2b5tGQ6KFsFq8CJLhtxX4=
F99d/bmAz7fVJI9g3uo1zttpgVk= 1 0 HaEBqtgrZsLiDB5cK7t5k2ftu0IwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 1 0 0 MDAwMDAwMDAwMDAwMDAwMDAwMDA= aMcS+guoDmrGofa/WZbdaNNujiYwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 3 2 a1pQkffXCgI1bkYEdHG6oqsa2V4=
GKGIE0Og5oKEq6QZzXyFLHDqbPs= 1 0 bJGILUORqSJyVlrt45ijukaZ2U0wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 7 43 42 IvZCc+aOTjusvKN4qXyumTLJWhU= tipXqHcnfhbg+EBPGPSQDMjJDdUwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 24 11 23 /XYyfezVN98KdqdJZs46+QmigF4=
GOD6FGTXxks4NLLB+cYv5oabVy0= 1 0 ILJmkZasgDoErw242DjsnmkcEo0wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 8 5 12 omuoKgVs2WLIihC3EwOatL6ubaw= oJk8BxCxM4KysOJUfIkbNcWKbrowMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 6 5 omuoKgVs2WLIihC3EwOatL6ubaw=
GZxW+AXznWd4CbrwRvhxwR4LaJM= 1 0 9RngRyD3oPq5HJlFntphkbTBOgUwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 2 0 1 8Rsb9GHl4m8C08aS4X1Bu50z0Bo= xTANaPh/ZWpTBzF+FtFB1hobLAowMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 2 1 f6n0gHj50GPbalokcvKa7mqpRf8=
GjAwhY4XAYwGtayktmyIybVS5k0= 1 0 t04h2NRqmwuHuyY37Uk7z4mXuCkwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 7 11 5 mTb4WeVLgA74R9NSFhiwJVxT6wQ= PtBSz+ygzxZtiC7MKCvZEFUVK+MwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 14 9 Spnyh2DfZPC/RA3188pzLkYvcek=
GkJceq0iUeWkx7ugcqjjVodZP5o= 1 0 1hoJsYZcE/+/eDucWflORoPfq08wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 1 0 0 MDAwMDAwMDAwMDAwMDAwMDAwMDA= OV16nemaTI+X4dLhtXExddWVQKUwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 1 0 MDAwMDAwMDAwMDAwMDAwMDAwMDA=
GmL7VdVgv7OvnLdhCCVEqNHlxD8= 1 0 C8PBFLrrtFrYujqCKE4WJvB7Kp4wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 30 1 11 dm1PjZHM20tPTN54nwIP78dUSfo= HZIwbZ2cJBMMODrRy/9QNEb+c6wwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 3 2 cWoyXmJRmjP7R3nA4LadCuBcl60=
G8lP11v7hx3TF/CXeiiYRHE6rh4= 1 0 tlsPispJjk23sEt4DG1kygUr5TowMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 17 0 16 V9UQAUHthWxZ0b6lsER4BgHgfXk= oxEzCJ6qDIe5PcKstcjupq1zKUQwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 5 19 7 geeH+yF56NAG9LMqiBjIVV/euJk=
HJY0KoLjSj3UKL/WbPOpLHgG9zM= 1 0 6keQdNKIlTvTthqGDqJBntSUhUYwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 19 0 9 T4mPk0ynCWnqyew3cpt9syGGgW0= lxAhRPCkqhaKyXmNvA8w5CVBY1MwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 19 20 28 s7k6LeHwfIINGSkN7T4Im+ZGI/Y=
HUquGczWHcbUNDpCuzCqEfuB6OI= 1 1 lxAhRPCkqhaKyXmNvA8w5CVBY1MwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 16 16 21 W6b5YYc7alEbd61Wxdtds9KbtiU= dgQYj0H0kppfjmUrgoKxWeh3Od8wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 4 15 16 AlaT3x64Y7F6/v+ojpv6mB+RW5I=
IECNscGvPtJpjoQTZS0BSr/H21c= 1 0 1hoJsYZcE/+/eDucWflORoPfq08wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 5 0 4 yGOpCNE4ynmtvusF34frBnU8LAs= OV16nemaTI+X4dLhtXExddWVQKUwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 2 5 6 mctL0Q002apFI5xftEJCj9Ea1Mw=
IM+pGv84pSVb+BB+HPFeDnYAX2U= 3 0 aMcS+guoDmrGofa/WZbdaNNujiYwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 4 15 16 dGV79EXyZNRf8zK2bzLa4c8GRPI= mkKLDciDL2OZMSnOBiu8XoxVS6gwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 5 2 5vJRslTqdCMJsAgrCeQ4fQddiLI=
IORqmPRlv9+7Vr0QxzsrMZnnAvA= 2 0 nBMYsZe4/KwXQTK3xa44IT1i+VAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 16 0 4 5zzDjBo2cHfSpi/3atL5qBJBGGQ= PtBSz+ygzxZtiC7MKCvZEFUVK+MwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 6 1 VGg2FxNcplrVH0Oe+zOI6ewcCzU=
IOvPq+KNNRMf1EMEsjqMzdPKZFM= 1 0 OV16nemaTI+X4dLhtXExddWVQKUwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 9 6 14 fpYAeiTVSjFAGglUswRXfhVe7rM= O96OrjxK3M9XoR0+x7esDh8xfoEwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 2 3 4 kmxrCLRou1dk+qTHn87tMyZsOGU=
Ij2MCgD9dp11OqLLp/Tuy9IKTps= 1 0 HaEBqtgrZsLiDB5cK7t5k2ftu0IwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 8 7 12 CRiOB7kIf09mBzRciG+p14YGxAc= xTANaPh/ZWpTBzF+FtFB1hobLAowMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 8 7 oQ7+NiqL+r3pK6UIoNQ0XTMeDPM=
ImBnGp6e9ZNSpKyT9jyDQgdlhCE= 1 0 OV16nemaTI+X4dLhtXExddWVQKUwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 5 5 9 9GBcOOMz08dVl6VrZXEH/kCaI9Y= O96OrjxK3M9XoR0+x7esDh8xfoEwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 2 1 2 hiGL+LqYExTUFEAfru2cUePZ+CQ=
IuYEhJzzRJ/6CvaY3EewLYHJoVk= 1 0 1hoJsYZcE/+/eDucWflORoPfq08wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 3 0 2 Yu+Q1e0K3wsUgSaWmv0svG6rNAE= OV16nemaTI+X4dLhtXExddWVQKUwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 1 4 4 Yu+Q1e0K3wsUgSaWmv0svG6rNAE=
IvZCc+aOTjusvKN4qXyumTLJWhU= 1 0 OV16nemaTI+X4dLhtXExddWVQKUwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 51 28 51 Pgunb/9IyX5OVLNz8fdbmM6TkZ4= bJGILUORqSJyVlrt45ijukaZ2U0wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 6 43 41 vgqU/aQ4veZLTYe69KhHdNlM+hg=
Iyg+aPzLRL5apEA/1CELChXhYc8= 1 0 tipXqHcnfhbg+EBPGPSQDMjJDdUwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 17 10 15 l6BlfsEH/IbrH3G7P0k0f7CZZu8= zVI68ZRxi1PWP3GgF0pvZtrCM2swMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 5 17 9 KX4zY41Moi7coY+PM11kP7Nz3tw=
I2gUNXGYOf0FoYbXfGLQvt9tsm8= 1 0 lxAhRPCkqhaKyXmNvA8w5CVBY1MwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 20 20 29 HJY0KoLjSj3UKL/WbPOpLHgG9zM= dgQYj0H0kppfjmUrgoKxWeh3Od8wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 4 18 19 s7k6LeHwfIINGSkN7T4Im+ZGI/Y=
JECy+SwSjogJCw3BnhRYuIk8fNY= 1 0 Rt4PvQZT9BvXwSrpxvLwhAfmymkwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 14 15 16 0Ekr2rurpxrW2fJ/9Lf2dm3/vao= epUbaNhYDqXv4iCewxM8P8SHd+swMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 3 20 18 l6/Ksvh9r4ZtGifg6yRn1zukUgg=
JNFnaHTblOzGR924kMMQSnFk8t4= 1 0 OV16nemaTI+X4dLhtXExddWVQKUwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 35 28 44 n5Zuh/7itcQBeYlP/jgJnhCrSfw= 0GqNStWnpcmBfZ9gjiVyWF1db+4wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 1 29 22 CpzhvSVUnlSLLNSS9mvSdnCYb1c=
JO/7ec/QKi10BTls8LCrsZCTwmo= 1 0 j/wVxn+ZE2gk0FBD6VOhaMFwUmkwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 6 0 5 43koUtuhdE6P+oZTynb1vxQg+wc= h8VAxpcZTxx6B4A9p1ifbYbqFxMwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 6 5 43koUtuhdE6P+oZTynb1vxQg+wc=
JPAuk/oeAr7z4Ct2I3Eq7HsnRhY= 9 0 CfLkDySoPPB60919RE8FEy1ybt0wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 12 9 9 1MRG5jcUJEeAreIoOqy/ztT89BY= F3urRZgJlCUGnhS9CM/0hjqq0j0wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 12 3 gyXO8eqVLdxRirQqCHOCjmGIupQ=
JatYK++qTFmyjcP+N4ulBWUGsuM= 11 0 nBMYsZe4/KwXQTK3xa44IT1i+VAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 11 0 0 MDAwMDAwMDAwMDAwMDAwMDAwMDA= HB5xvt4lWNqiQI5ZzZ5xCyWdMHkwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 11 11 11 /pP4/+OaceJ9li16WT+yTCs+d14=
Jb/96q6A/j7tMlLzArNGe+na+2M= 1 0 zpd+S+dpjSKEsg3uWIDXRa0auJwwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 26 0 13 Z+yGvOn1Qm9nGf/x7j4xHbSaIAE= 6keQdNKIlTvTthqGDqJBntSUhUYwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 37 12 15 Z+yGvOn1Qm9nGf/x7j4xHbSaIAE=
JvZE/orQVv1Cas9zjJSuYndkW0Y= 3 1 O96OrjxK3M9XoR0+x7esDh8xfoEwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 12 27 24 gBUe4DyZKsZqZ7JtLZpJ0fB6dkA= F3urRZgJlCUGnhS9CM/0hjqq0j0wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 4 20 6 YDfEbwO3xfDKObou3wnMpipi4eY=
Jy/j4brNRXNoae6ButKXurNLBUU= 1 0 HZIwbZ2cJBMMODrRy/9QNEb+c6wwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 1 3 3 GmL7VdVgv7OvnLdhCCVEqNHlxD8= o907g/9/5KRmHj1NYjLbA29lcdAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 7 1 4 vmrZyatp5/gQDaidtPeKDj/8TXM=
J4ct1Kc1tuxJQ9J6PPVBDFqYGDQ= 1 0 lxAhRPCkqhaKyXmNvA8w5CVBY1MwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 3 0 2 BJDcgBvJNzmMs18rqmlS4T8SKww= dgQYj0H0kppfjmUrgoKxWeh3Od8wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 2 4 4 BJDcgBvJNzmMs18rqmlS4T8SKww=
J62+TRXfJ8C5m0NIVTJe6dnDQSU= 1 0 tlsPispJjk23sEt4DG1kygUr5TowMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 12 0 11 U5+KFxmkxztmrPePZDiUavNY9PI= 9nT0PL4tbQc83imK5AohSjfV+VowMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 14 14 21 Nr7ayjIJ66itkZxLeOmV4tTtePc=
KX4zY41Moi7coY+PM11kP7Nz3tw= 5 0 zVI68ZRxi1PWP3GgF0pvZtrCM2swMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 5 16 8 eDUcHE33heF8fDimXZO2V4lMIvs= nBMYsZe4/KwXQTK3xa44IT1i+VAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 20 5 9 n9N7SkzDDJcaRYRgvcTj4z2Gxlk=
Kbcvpjpq0OmHIK1S2k7E1n+wgS4= 1 0 tipXqHcnfhbg+EBPGPSQDMjJDdUwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 19 10 17 bXhmduZYjnRggV4VunBzdBJK0P0= vJj2RXBDqkzMBkuOZfGQKmn3ZSAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 5 10 12 bXhmduZYjnRggV4VunBzdBJK0P0=
KoRffPLvICWGaVA4qkCo2RKqxjE= 1 0 oxEzCJ6qDIe5PcKstcjupq1zKUQwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 3 17 3 FqPANdOJZrcs6jK6hJGdAhsG08Y= 9nT0PL4tbQc83imK5AohSjfV+VowMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 8 9 10 DPnkeMQIeA96Qvs+tnGTS3kEk+E=
K4RVRMqZ9tsH6Qm/D6Y2BA8LIRg= 1 0 TikpbMB9dMa8Tmd0GFp6auZiyyYwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 12 8 10 0SGsnsybuuFLdL7/TYFNP68rCLk= Rt4PvQZT9BvXwSrpxvLwhAfmymkwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 12 13 13 4eegMWcb88Mcd4MjnnJJyMB2bhA=
K8R6lZcDv5Ltx9Z92S1sQek+C8w= 2 0 o907g/9/5KRmHj1NYjLbA29lcdAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 6 0 2 tIjsaDPwYOpL3NS9x5OCXD2IJ4c= qS6E9rQ7eWr/ZvutAXB22isjgoYwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 8 9 12 0SGsnsybuuFLdL7/TYFNP68rCLk=
