Block_ID Up Down Public_Key_Requester Total_Up_Requester Total_Down_Requester Sequence_Number_Requester Previous_Hash_Requester Public_Key_Responder Total_Up_Responder Total_Down_Responder Sequence_Number_Responder Previous_Hash_Responder
K9o9hPq0NKz9FER1ThT1Y4P4u7c= 1 0 HB5xvt4lWNqiQI5ZzZ5xCyWdMHkwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 3 0 2 7QcjcjolSIcRPk6B9Kh6MSNdMW8= bJGILUORqSJyVlrt45ijukaZ2U0wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 1 14 14 7QcjcjolSIcRPk6B9Kh6MSNdMW8=
LF3r3NE7oVCHERRnk+gjLBFc0Fg= 2 0 tBEg6pcknsEDF9C4jQDV+V4nVtYwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 12 2 12 piUaHqgrgMI8164CXY0xaXJVs7A= xJ/jTkh8zjyyGyQM5URZhrsJNDMwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 11 9 ShOs2Q0TrnYTFmR4xHXo2pLLxMg=
LH1vTaNQpIYqlXjWHJ+t4pj0wWM= 1 0 HB5xvt4lWNqiQI5ZzZ5xCyWdMHkwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 6 0 5 qQRdUkKEztwNSIel38Xpvi182lg= bJGILUORqSJyVlrt45ijukaZ2U0wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 1 18 18 qQRdUkKEztwNSIel38Xpvi182lg=
LPLmievMhfqOTZU9QOH6dBv3DJY= 1 0 HB5xvt4lWNqiQI5ZzZ5xCyWdMHkwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 15 15 18 5zzDjBo2cHfSpi/3atL5qBJBGGQ= bJGILUORqSJyVlrt45ijukaZ2U0wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 3 30 30 8rpYmer3ehaxjvKmqHtXhGB0RFE=
LRX72c4buBystWwUm3Bujm5Ti4w= 2 0 F3urRZgJlCUGnhS9CM/0hjqq0j0wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 2 12 4 JPAuk/oeAr7z4Ct2I3Eq7HsnRhY= zpd+S+dpjSKEsg3uWIDXRa0auJwwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 26 2 14 Jb/96q6A/j7tMlLzArNGe+na+2M=
LSrI/2AYo2n10cAV5NS6IzUEpBM= 1 1 9nT0PL4tbQc83imK5AohSjfV+VowMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 15 15 22 J62+TRXfJ8C5m0NIVTJe6dnDQSU= 0GqNStWnpcmBfZ9gjiVyWF1db+4wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 1 16 9 Nr7ayjIJ66itkZxLeOmV4tTtePc=
LZCHrdbLZ4aELeePIoH2EYWHg1g= 1 0 tlsPispJjk23sEt4DG1kygUr5TowMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 4 0 3 zLqg+3A2jONsdm3uzBRvOTgcbnM= 9nT0PL4tbQc83imK5AohSjfV+VowMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 1 4 4 zLqg+3A2jONsdm3uzBRvOTgcbnM=
LjFIdGytoq31SGTAyaNpBO/GJbs= 6 0 tBEg6pcknsEDF9C4jQDV+V4nVtYwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 18 2 13 LF3r3NE7oVCHERRnk+gjLBFc0Fg= DWnl2yLLciW+CKE+cg1OK3g8EtYwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 15 7 t/fQfbl6YYv2v/a5YmzV1nS44BU=
LlaVcx7IJDecFKhZsrKSn/auxfM= 1 0 SXUrZ3sKDNK7uYJnh4OYA8ekFHkwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 27 35 21 1EWEnICXNE7+2KZLFJ4fbF0dH8A= epUbaNhYDqXv4iCewxM8P8SHd+swMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 3 29 20 RMXTPqbQjG0XrqVd0npryU+hq7g=
LqDjQICH+b1sREiYUoYIethlisM= 1 0 tipXqHcnfhbg+EBPGPSQDMjJDdUwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 21 10 19 VmvUUv5dsfnb/yv1nN9EXq5JoxQ= vJj2RXBDqkzMBkuOZfGQKmn3ZSAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 5 11 13 Kbcvpjpq0OmHIK1S2k7E1n+wgS4=
L1b54EVVWT6bNmGN5ci4Jnd6ZHM= 1 0 HB5xvt4lWNqiQI5ZzZ5xCyWdMHkwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 7 0 6 LH1vTaNQpIYqlXjWHJ+t4pj0wWM= bJGILUORqSJyVlrt45ijukaZ2U0wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 1 19 19 LH1vTaNQpIYqlXjWHJ+t4pj0wWM=
L+ri9WIoWR8M3rQ2XsSJsuQ3wP4= 1 0 CfLkDySoPPB60919RE8FEy1ybt0wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 30 23 21 uXh0TgH/X1Kkkbw14q+BhM05HP0= vrpDbH8rcKLL0EDvswiE6T61cj0wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 12 9 uXh0TgH/X1Kkkbw14q+BhM05HP0=
MLdLR4Uk+3mwKBv2sHkk3MuT4eg= 1 0 h8VAxpcZTxx6B4A9p1ifbYbqFxMwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 9 7 15 V7Iejxq5kKzIqkYhr3glu770gdQ= xJ/jTkh8zjyyGyQM5URZhrsJNDMwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 8 7 /X1oJqlwqB2djnLMzWJ8GL/lfNc=
MPLDLHaHi/KErGJWktEI6I1WOOU= 1 0 ILJmkZasgDoErw242DjsnmkcEo0wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 11 5 15 zb8E00reTRjyEkJ81qMnNrD04Vg= oJk8BxCxM4KysOJUfIkbNcWKbrowMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 9 8 zb8E00reTRjyEkJ81qMnNrD04Vg=
MnaxmXiKXrVL4vyXuOaH5CQSTME= 1 0 OV16nemaTI+X4dLhtXExddWVQKUwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 39 28 48 EO3B9vV+suQiJRrVAAdWIIBVHvA= 0GqNStWnpcmBfZ9gjiVyWF1db+4wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 1 44 29 7/F3YpOxCNeEylWhcYWUqi30KHo=
MyA/vWNEZ8ORFe9i5950PKkz4NU= 2 0 G3gykREQkxfMGfLkVCTkyEMhfZUwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 2 0 0 MDAwMDAwMDAwMDAwMDAwMDAwMDA= zVI68ZRxi1PWP3GgF0pvZtrCM2swMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 4 1 ESjZ1Z/Gmfr8/4thD1en/M6nkVY=
NEEE8FONOuwFtsxiGCIUFhVD8Po= 1 0 +pGkOZ+o+zYOsqOVhpmqDr1ICDkwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 4 0 3 DnaQWlp8sYeABOiqtDpuijdaGHA= 40JWxn1rR5N1f4NAJh4P/yYDpSIwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 7 6 DnaQWlp8sYeABOiqtDpuijdaGHA=
NPQb9mSFHnpy4TP3/PVwKb0tD08= 2 0 zpd+S+dpjSKEsg3uWIDXRa0auJwwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 2 0 0 MDAwMDAwMDAwMDAwMDAwMDAwMDA= CfLkDySoPPB60919RE8FEy1ybt0wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 2 0 MDAwMDAwMDAwMDAwMDAwMDAwMDA=
NW7LT6RMPAu+g8u8wMjuzr45ffM= 2 0 C8PBFLrrtFrYujqCKE4WJvB7Kp4wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 11 0 7 esQeK2lGdO7fb2ai9J2l6xWOZGQ= WNW6NxYcFO1s1uMVO6oLubjzLfUwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 2 0 MDAwMDAwMDAwMDAwMDAwMDAwMDA=
NibuxaPDR+Q4n9sJzl6POneAEzE= 1 0 nBMYsZe4/KwXQTK3xa44IT1i+VAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 13 0 2 msnEBIXAGRqn1RMRO+ePZ4EIXn8= HB5xvt4lWNqiQI5ZzZ5xCyWdMHkwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 13 13 15 mKxkd/RFT9jqozu1u/T6GnlIqUA=
Nr7ayjIJ66itkZxLeOmV4tTtePc= 1 0 9nT0PL4tbQc83imK5AohSjfV+VowMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 14 13 20 U5+KFxmkxztmrPePZDiUavNY9PI= 0GqNStWnpcmBfZ9gjiVyWF1db+4wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 15 8 ptI0ufQ82LuGjuqZSUR+FJF6tRQ=
NzvQYM9t4cjcapxpRc5Myqo7mmU= 2 0 tBEg6pcknsEDF9C4jQDV+V4nVtYwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 21 2 15 pIFza/pZUoYZiJiDLhcYHduqtkU= mqNQM0LMhERnb5UqJz52m1VkO8YwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 4 24 10 0iPIuJpaunnA4bcO3F3kn2NJqxM=
N4R2as16ToYIbZ6KaPhjta9q9S4= 3 0 zVI68ZRxi1PWP3GgF0pvZtrCM2swMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 13 19 14 FwmspXxJFvz5SnEHGPHgVc864zE= dgQYj0H0kppfjmUrgoKxWeh3Od8wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 4 29 27 BA7/K6C513ArVUCpxFgh9ZZH2rY=
OD9AnXMJCFAs0mgQSu1/sO4hZJs= 1 0 lxAhRPCkqhaKyXmNvA8w5CVBY1MwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 27 41 40 OOtY7HB3P1EcgRMiPv3KTQ9esy0= dgQYj0H0kppfjmUrgoKxWeh3Od8wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 4 30 28 N4R2as16ToYIbZ6KaPhjta9q9S4=
OOtY7HB3P1EcgRMiPv3KTQ9esy0= 1 0 6keQdNKIlTvTthqGDqJBntSUhUYwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 40 12 18 jhmHEG9X5b8+t9YKWK29QNdGlUE= lxAhRPCkqhaKyXmNvA8w5CVBY1MwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 26 41 39 BA7/K6C513ArVUCpxFgh9ZZH2rY=
ORud5xgPj7Wv8iemmc2Mlv5KMuM= 1 0 Rt4PvQZT9BvXwSrpxvLwhAfmymkwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 15 15 17 JECy+SwSjogJCw3BnhRYuIk8fNY= PtBSz+ygzxZtiC7MKCvZEFUVK+MwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 16 11 FSpJLxYf+2TWZpXaphwqeus2jjA=
OfXFIMuinkIC8DOtLn+vOQe33to= 1 0 nBMYsZe4/KwXQTK3xa44IT1i+VAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 18 0 6 yG4cBa54n77e1g59ZHiT1ALpEJE= HB5xvt4lWNqiQI5ZzZ5xCyWdMHkwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 15 16 19 LPLmievMhfqOTZU9QOH6dBv3DJY=
OsFmUVJug6WTDWef0RCOA7SYQAs= 2 0 5w4VOElhz/QMjoIotBntn37jP/0wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 8 5 7 YUboioxhFvwgaj/f/oMBAQMgxn0= bJGILUORqSJyVlrt45ijukaZ2U0wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 6 40 39 EO3B9vV+suQiJRrVAAdWIIBVHvA=
OtuTcG5k2BnhtwFjbVileygPSMM= 1 0 epUbaNhYDqXv4iCewxM8P8SHd+swMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 2 19 16 FQwiKCAyMHUm6cidjpj7SBI4ZP8= ILJmkZasgDoErw242DjsnmkcEo0wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 19 11 29 C5IOmIH6gSlASDTF/0auJs/DqGU=
OtzxZAadTEMKw85hBV6tG4Qod2g= 1 0 j/wVxn+ZE2gk0FBD6VOhaMFwUmkwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 1 0 0 MDAwMDAwMDAwMDAwMDAwMDAwMDA= h8VAxpcZTxx6B4A9p1ifbYbqFxMwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 1 0 MDAwMDAwMDAwMDAwMDAwMDAwMDA=
OwPOi+HGm2O7zUl9tqcG58Ohm5w= 1 0 oxEzCJ6qDIe5PcKstcjupq1zKUQwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 4 17 4 KoRffPLvICWGaVA4qkCo2RKqxjE= epUbaNhYDqXv4iCewxM8P8SHd+swMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 13 9 nxFEXEV6cK/b5sh4jAciki53BUA=
O2bfyh5lKecWsGgl/hjZ6QUFkwc= 1 0 55KO+46wjg2U4DkddfXzBuaVYGIwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 4 5 7 qM+s9OaIegpgCtDOXwTLZB8Vn2c= DWnl2yLLciW+CKE+cg1OK3g8EtYwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 21 13 VmvUUv5dsfnb/yv1nN9EXq5JoxQ=
O29yMRKTqgq/pNq1XphlFIEvnDw= 1 0 j/wVxn+ZE2gk0FBD6VOhaMFwUmkwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 4 0 3 5sr+P8yo+C4+yNY+Iuu34leDeGE= h8VAxpcZTxx6B4A9p1ifbYbqFxMwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 4 3 5sr+P8yo+C4+yNY+Iuu34leDeGE=
O+WH2r/rOGah520lki2cxq6Nf/8= 1 0 lxAhRPCkqhaKyXmNvA8w5CVBY1MwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 7 2 7 tLui+P+Ke3wrAdXm7dgSqbGyaPY= dgQYj0H0kppfjmUrgoKxWeh3Od8wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 3 9 10 zPROHeLr1RX+QNT+ZgipCrLRaxE=
O/5tSbehsi2TZSsDJHdXEor1G+o= 1 0 1hoJsYZcE/+/eDucWflORoPfq08wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 21 0 15 CRiOB7kIf09mBzRciG+p14YGxAc= 9RngRyD3oPq5HJlFntphkbTBOgUwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 7 8 9 ESjZ1Z/Gmfr8/4thD1en/M6nkVY=
PeeErNAo4JQtjAoFxJxeVrvjU/w= 1 0 HaEBqtgrZsLiDB5cK7t5k2ftu0IwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 3 2 3 djePQoO6/UjuxVFKBzWx99203dM= aMcS+guoDmrGofa/WZbdaNNujiYwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 6 5 pNfNXOUcTRt5NV+bwXjWcs2Kmtg=
Pgunb/9IyX5OVLNz8fdbmM6TkZ4= 10 0 OV16nemaTI+X4dLhtXExddWVQKUwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 50 28 50 1cZ08qkYlqP9zPJRxM1Vu69lmu0= mqNQM0LMhERnb5UqJz52m1VkO8YwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 4 14 6 a2qmEdIP1Uq/QvsX54zYo2gP+Eg=
Pl0Pi5UO39VxUjn+QdhRU7t2vW8= 1 0 55KO+46wjg2U4DkddfXzBuaVYGIwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 2 5 5 hUPVM8aS8eTvyWWgFxH3EkGwKvs= DWnl2yLLciW+CKE+cg1OK3g8EtYwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 18 10 hUPVM8aS8eTvyWWgFxH3EkGwKvs=
PslNy93Vxq6sTtmV1Y02Zn95NcQ= 1 0 xbPbi8EWCkh00iDq9KUNulih0eEwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 3 0 2 /b0WD1sLERNqM/TgcYYyeQgVsts= YqgSlXJr7GJ4Ivo81JUz+VtNTzkwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 2 9 10 TJRUjJNkUoc1FJ0JaaZJ7X1ns1Y=
QQ7UYBDC3CR7PODpC35oJZyF3uw= 1 0 Rt4PvQZT9BvXwSrpxvLwhAfmymkwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 5 0 2 pSxx02wQUQ3rFW7c3x6AAXatr3E= epUbaNhYDqXv4iCewxM8P8SHd+swMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 7 3 pSxx02wQUQ3rFW7c3x6AAXatr3E=
QftiUJtv9nRumtC7oXCsKqywo5g= 5 0 TqMTuOf4ZBLdQi1nyckUmYsmkXwwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 14 2 11 gBUe4DyZKsZqZ7JtLZpJ0fB6dkA= mqNQM0LMhERnb5UqJz52m1VkO8YwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 4 19 7 Pgunb/9IyX5OVLNz8fdbmM6TkZ4=
QfuC33NnVCVx4D1VHTYrBwwOtT4= 1 0 +pGkOZ+o+zYOsqOVhpmqDr1ICDkwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 5 0 4 NEEE8FONOuwFtsxiGCIUFhVD8Po= 40JWxn1rR5N1f4NAJh4P/yYDpSIwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 8 7 NEEE8FONOuwFtsxiGCIUFhVD8Po=
QyKbUwNjG4BDfSslOwa0rLaahbM= 1 0 h8VAxpcZTxx6B4A9p1ifbYbqFxMwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 5 7 11 k9nv89/RBMoQV6hNgWN7EAK3Q54= xJ/jTkh8zjyyGyQM5URZhrsJNDMwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 5 4 k9nv89/RBMoQV6hNgWN7EAK3Q54=
Qz5VmjcyqNN+okWYf9n13wcplfA= 1 0 qS6E9rQ7eWr/ZvutAXB22isjgoYwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 4 3 6 36O7dRMAOLjUr87xmNKiR+X9/ic= 0GqNStWnpcmBfZ9gjiVyWF1db+4wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 3 2 6/gUGvBv+WZBZhiOitgTxt1LmPI=
Q9LfaiM4cLRBGQGgLVsntOfiOA8= 1 0 zpd+S+dpjSKEsg3uWIDXRa0auJwwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 4 0 2 om9ebKYQMKF5I/LnmAULUMK0470= CfLkDySoPPB60919RE8FEy1ybt0wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 1 4 3 8o6W52VtmEql3FXLCilAM0lFjKM=
RBilRfrUQDg4sHOig/6aVni4+lM= 1 0 GorsX6HSrirKn9je83homORXaK0wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 9 4 8 tNO0lvQZeUwf9W+O5upH93x3nNE= zVI68ZRxi1PWP3GgF0pvZtrCM2swMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA= 0 10 4 UBdDPHAM2yTqcYXjhHtHLt2sGAY=
